0.325922	0.000000
0.325699	0.021683
0.325032	0.043358
0.323920	0.065014
0.322363	0.086643
0.320364	0.108235
0.317921	0.129782
0.315037	0.151274
0.311713	0.172703
0.307950	0.194059
0.303749	0.215333
0.299112	0.236517
0.294042	0.257601
0.288540	0.278577
0.282609	0.299436
0.276251	0.320169
0.269468	0.340768
0.262265	0.361223
0.254643	0.381526
0.246607	0.401669
0.238158	0.421643
0.229301	0.441439
0.220040	0.461050
0.210379	0.480467
0.200321	0.499683
0.189870	0.518687
0.179032	0.537474
0.167811	0.556035
0.156211	0.574362
0.144237	0.592448
0.131894	0.610284
0.119188	0.627864
0.106124	0.645179
0.092707	0.662224
0.078943	0.678990
0.064838	0.695470
0.050397	0.711658
0.035627	0.727547
0.020534	0.743129
0.005125	0.758400
-0.010596	0.773351
-0.026619	0.787977
-0.042940	0.802272
-0.059551	0.816229
-0.076445	0.829843
-0.093615	0.843108
-0.111054	0.856018
-0.128754	0.868569
-0.146709	0.880754
-0.164910	0.892569
-0.183350	0.904008
-0.202021	0.915068
-0.220915	0.925742
-0.240025	0.936027
-0.259342	0.945918
-0.278859	0.955412
-0.298566	0.964504
-0.318457	0.973190
-0.338521	0.981466
-0.358752	0.989330
-0.379140	0.996778
-0.399678	1.003807
-0.420355	1.010413
-0.441165	1.016594
-0.462097	1.022348
-0.483143	1.027672
-0.504295	1.032563
-0.525543	1.037020
-0.546879	1.041041
-0.568293	1.044624
-0.589777	1.047768
-0.611321	1.050470
-0.632917	1.052731
-0.654555	1.054549
-0.676227	1.055923
-0.697923	1.056853
-0.719634	1.057338
-0.741352	1.057379
-0.763066	1.056975
-0.784768	1.056125
-0.806448	1.054832
-0.828099	1.053094
-0.849710	1.050914
-0.871272	1.048291
-0.892777	1.045227
-0.914215	1.041723
-0.935578	1.037781
-0.956856	1.033402
-0.978040	1.028588
-0.999122	1.023341
-1.020093	1.017663
-1.040944	1.011557
-1.061666	1.005025
-1.082251	0.998070
-1.102689	0.990695
-1.122973	0.982903
-1.143094	0.974697
-1.163043	0.966080
-1.182812	0.957057
-1.202392	0.947630
-1.221776	0.937805
-1.240956	0.927584
-1.259923	0.916973
-1.278669	0.905975
-1.297187	0.894596
-1.315468	0.882840
-1.333505	0.870712
-1.351291	0.858217
-1.368818	0.845360
-1.386079	0.832147
-1.403065	0.818583
-1.419772	0.804674
-1.436190	0.790426
-1.452314	0.775845
-1.468137	0.760936
-1.483651	0.745706
-1.498851	0.730162
-1.513730	0.714310
-1.528282	0.698156
-1.542501	0.681708
-1.556381	0.664971
-1.569915	0.647954
-1.583099	0.630664
-1.595927	0.613107
-1.608393	0.595291
-1.620492	0.577223
-1.632219	0.558911
-1.643569	0.540363
-1.654538	0.521586
-1.665121	0.502589
-1.675313	0.483379
-1.685110	0.463964
-1.694508	0.444352
-1.703503	0.424553
-1.712091	0.404573
-1.720269	0.384421
-1.728033	0.364106
-1.735381	0.343636
-1.742308	0.323020
-1.748812	0.302267
-1.754890	0.281384
-1.760540	0.260382
-1.765759	0.239268
-1.770546	0.218052
-1.774898	0.196742
-1.778813	0.175347
-1.782289	0.153877
-1.785326	0.132340
-1.787922	0.110746
-1.790076	0.089102
-1.791786	0.067419
-1.793053	0.045706
-1.793876	0.023971
-1.794254	0.002224
-1.794187	-0.019526
-1.793675	-0.041270
-1.792719	-0.063000
-1.791319	-0.084705
-1.789475	-0.106377
-1.787188	-0.128006
-1.784459	-0.149585
-1.781290	-0.171103
-1.777681	-0.192551
-1.773635	-0.213921
-1.769152	-0.235204
-1.764235	-0.256391
-1.758886	-0.277472
-1.753107	-0.298439
-1.746900	-0.319284
-1.740269	-0.339997
-1.733215	-0.360570
-1.725742	-0.380994
-1.717853	-0.401261
-1.709551	-0.421363
-1.700840	-0.441289
-1.691723	-0.461034
-1.682205	-0.480587
-1.672289	-0.499942
-1.661979	-0.519089
-1.651279	-0.538021
-1.640195	-0.556730
-1.628731	-0.575208
-1.616891	-0.593448
-1.604681	-0.611441
-1.592106	-0.629180
-1.579170	-0.646658
-1.565880	-0.663867
-1.552241	-0.680801
-1.538259	-0.697452
-1.523939	-0.713813
-1.509288	-0.729877
-1.494312	-0.745638
-1.479016	-0.761088
-1.463408	-0.776222
-1.447494	-0.791034
-1.431281	-0.805516
-1.414775	-0.819663
-1.397983	-0.833469
-1.380913	-0.846929
-1.363572	-0.860036
-1.345966	-0.872784
-1.328103	-0.885170
-1.309992	-0.897187
-1.291638	-0.908831
-1.273051	-0.920097
-1.254237	-0.930979
-1.235205	-0.941473
-1.215963	-0.951576
-1.196519	-0.961283
-1.176880	-0.970589
-1.157056	-0.979491
-1.137054	-0.987985
-1.116883	-0.996067
-1.096552	-1.003735
-1.076068	-1.010984
-1.055441	-1.017813
-1.034678	-1.024218
-1.013790	-1.030196
-0.992785	-1.035744
-0.971670	-1.040862
-0.950456	-1.045546
-0.929152	-1.049794
-0.907765	-1.053605
-0.886305	-1.056977
-0.864782	-1.059909
-0.843203	-1.062400
-0.821579	-1.064448
-0.799918	-1.066052
-0.778230	-1.067213
-0.756523	-1.067929
-0.734806	-1.068200
-0.713089	-1.068026
-0.691381	-1.067408
-0.669691	-1.066344
-0.648028	-1.064837
-0.626401	-1.062887
-0.604819	-1.060493
-0.583291	-1.057658
-0.561827	-1.054383
-0.540434	-1.050669
-0.519124	-1.046517
-0.497903	-1.041930
-0.476781	-1.036909
-0.455768	-1.031456
-0.434871	-1.025574
-0.414099	-1.019265
-0.393462	-1.012532
-0.372968	-1.005377
-0.352626	-0.997804
-0.332443	-0.989816
-0.312429	-0.981417
-0.292592	-0.972609
-0.272941	-0.963396
-0.253483	-0.953783
-0.234226	-0.943773
-0.215180	-0.933371
-0.196351	-0.922581
-0.177748	-0.911407
-0.159378	-0.899855
-0.141249	-0.887929
-0.123370	-0.875633
-0.105746	-0.862975
-0.088387	-0.849957
-0.071298	-0.836587
-0.054488	-0.822870
-0.037962	-0.808811
-0.021729	-0.794416
-0.005795	-0.779692
0.009833	-0.764644
0.025149	-0.749280
0.040146	-0.733605
0.054819	-0.717626
0.069160	-0.701350
0.083164	-0.684783
0.096826	-0.667933
0.110138	-0.650806
0.123096	-0.633411
0.135694	-0.615754
0.147927	-0.597842
0.159790	-0.579683
0.171278	-0.561285
0.182385	-0.542656
0.193108	-0.523803
0.203442	-0.504734
0.213382	-0.485458
0.222925	-0.465982
0.232066	-0.446314
0.240801	-0.426464
